"﻿""ui_id""",name,update_time,descript
16701,Dada Plus,2024-01-21 10:00:20,"Arena diminishing returns monitoring program, Lightweight / Customizable / Practical"
7087,Dafubar Collection,2023-12-28 06:00:05,A collection of various statusbar designs and additional fonts
7088,[经典旧世]Dafubar Collection,2023-12-28 06:00:09,A collection of various statusbar designs and additional fonts
7089,[怀旧服]Dafubar Collection,2023-12-28 06:00:12,A collection of various statusbar designs and additional fonts
13536,DagAssist,2022-11-03 16:55:50,DagAssist
2114,DagAssist Continued,2023-05-16 17:00:31,Clean up your action bars!
14817,[怀旧服]DagAssist Continued,2023-05-16 17:00:34,Clean up your action bars!
2115,[经典旧世]DagAssist Continued,2022-11-03 11:19:13,Clean up your action bars!
4952,[怀旧服]Dailies!,2024-06-09 10:00:37,Plan your dailies easily and effectively!
11086,Daily Global Check,2022-11-03 14:31:19,Tracks the completion of daily quests of choice
11524,Daily Global Check_Follower Missions,2022-11-03 14:56:27,A Daily Global Check plugin that tracks your alts' Garrison Follower Missions
11352,Daily Global Check_Hallow's End,2022-11-03 14:46:42,This Daily Global Check plugin shows an icon on the world map for every candy bucket. It also tracks the dailies
11402,Daily Global Check_InstanceLockouts,2022-11-03 14:49:33,A Daily Global Check plugin that tracks instance lockouts for your character and your alts
12375,Daily Global Check_Isle of Thunder,2022-11-03 15:46:53,A Daily Global Check plugin that tracks the daily/weekly Isle of Thunder business for your characters
11057,Daily Global Check_Legion Rare Mobs,2022-11-03 14:29:36,A Daily Global Check plugin that tracks Rare Mobs in Legion zones
11399,Daily Global Check_Legion Treasure Chests,2022-11-03 14:49:17,A Daily Global Check plugin that tracks Rare Treasure Chests in Legion zones
11358,Daily Global Check_Legion World Quests,2022-11-03 14:47:01,A Daily Global Check plugin that tracks the world quests available in Legion
11814,Daily Global Check_Lunar Festival,2022-11-03 15:13:44,This Daily Global Check plugin allows you to track the elders needed for the holiday achievements
11516,Daily Global Check_Midsummer,2022-11-03 14:56:01,This Daily Global Check plugin shows bonfires on the map. It also tracks the dailies and Ahune
11056,Daily Global Check_Pet Tamers,2022-11-03 14:29:33,A Daily Global Check plugin that tracks your daily pet tamers business
11515,Daily Global Check_Professions,2022-11-03 14:55:57,A Daily Global Check plugin that tracks profession and alt-related dailies
12374,Daily Global Check_Timeless Isle,2022-11-03 15:46:50,A Daily Global Check plugin that tracks your character's weekly business in the Timeless Isle
12373,Daily Global Check_WoD Rare Mobs,2022-11-03 15:46:46,A Daily Global Check plugin that tracks Draenor rare mobs
12372,Daily Global Check_WoD Treasure Chests,2022-11-03 15:46:42,A Daily Global Check plugin that tracks Rare Treasure Chests in Draenor
11544,Daily Global Check_WorkOrders,2022-11-03 14:57:10,A Daily Global Check plugin that tracks your characters' Work Orders
11810,Daily Global Check_World Bosses,2022-11-03 15:13:30,A Daily Global Check plugin that tracks the weekly world boss kills for your current character
9148,Daily Grind,2023-12-28 05:56:06,Automated daily quest accepting and turn-in.
12865,Daily Scrapmetal quest,2022-11-03 16:16:18,Autoaccepts daily quest from Dwarven Bunker / War Mill
11410,Daily Tamer Check,2022-11-03 14:50:01,Tracks the completion of pet tamer daily quests.
13177,Daily To Do,2022-11-03 16:35:05,Daily To Do Checklist
5643,[怀旧服]Daily To Do Continued,2024-05-02 14:45:57,Create Daily and Weekly To-Do lists in game!
5641,Daily To Do Continued,2024-05-01 08:00:10,Create Daily and Weekly To-Do lists in game!
5642,[经典旧世]Daily To Do Continued,2024-05-01 08:00:13,Create Daily and Weekly To-Do lists in game!
10544,DailyAzerothButton,2022-11-03 14:00:10,Adds an on screen button for the addon DailyAzeroth
16222,[怀旧服]DailyReminder,2023-11-27 22:02:10,Helps tracking the status of the daily dungeon quests in WotLK
12091,Daisy,2022-11-03 15:30:05,Makes configuring objects with lots of settings a little easier.
11294,Dalaran Channel,2022-11-03 14:43:24,Join Dalaran guild channel automatically
11295,Dalaran Loop Counter,2022-11-03 14:43:26,Keeps track of how many loops did you do around Dalaran and total time spent on this activity.
10229,[经典旧世]Damage Per Power Calculator,2022-11-03 13:42:03,Provides extra information for damaging spells in a pop up frame
11789,Damage Reduction,2022-11-03 15:12:13,Damage Reduction 
11845,DamageFontChanger,2022-11-03 15:15:32,Changes your damage font to what you want
9899,[经典旧世]DamageLord,2022-11-03 13:21:21,"Shows the actual average damage of warrior/rogue abilities, and the amount of damage per resource."
2280,[燃烧远征]DamageType,2022-06-17 15:05:43,See a breakdown of the type of damage you are currently receiving
5587,[经典旧世]Damnation,2023-12-28 06:04:38,Blessing of Salvation management for Alliance tanks
5588,[燃烧远征]Damnation,2022-06-17 13:27:47,Blessing of Salvation management for Alliance tanks
5300,Dampening Display,2022-11-19 07:00:07,Shows the dampening in arena without having to mouseover the debuff
5365,[怀旧服]Dampening Display,2022-11-19 07:00:09,Shows the dampening in arena without having to mouseover the debuff
5781,[经典旧世]Dampening Display,2022-11-19 07:00:08,Shows the dampening in arena without having to mouseover the debuff
11553,Dance Music,2022-11-03 14:57:46,Dance Music
8297,DancinTime,2022-11-03 11:42:02,Will make you dance. The entire time.
7076,[怀旧服]Danes of Honor Guild Addon,2023-01-19 15:00:19,Exports character and tradeskill information to the Danes of Honor website
15888,DangerTracker,2023-09-18 22:00:49,Checks damage taken versus healing recieved to show danger levels. /danger to toggle.
6853,[怀旧服]Dangeradar,2022-09-12 08:30:20,Watch out for danger.
14567,Danish Translations module for Auctionator,2023-01-27 01:14:32,Translates all the text to Danish
14568,[经典旧世]Danish Translations module for Auctionator,2023-01-27 01:14:32,Translates all the text to Danish
14569,[怀旧服]Danish Translations module for Auctionator,2023-01-27 01:14:32,Translates all the text to Danish
12439,DankMemes,2022-11-03 15:50:37,MEMES HAVE COME TO THE WORLD OF WARCRAFT
4593,[经典旧世]Dark Mode UI (Classic WoW),2023-12-28 04:43:22,For those that like Dark Mode on everything
4758,[燃烧远征]Dark Mode UI (Classic WoW),2022-06-17 16:17:22,For those that like Dark Mode on everything
12920,Dark ShestakUI,2022-11-03 16:19:20,Dark ShestakUI
13512,Dark Soil,2022-11-03 16:54:35,A simple addon to assist you in finding dark soil objects in Pandaria.
13105,Dark Souls Death Screen,2022-11-03 16:30:43,Praise the Sun! \[T]/
13792,Dark Souls Death Screen by Aethyx,2022-11-08 04:01:10,"Adds Dark Souls' iconic ""YOU DIED"" death screen to WoW"
5466,Dark Theme UI,2024-05-19 04:00:26,Dark Theme for Default Blizzard UI
11754,Dark Whispers,2022-11-03 15:10:23,Simple AddOn to enable whispers from the Corrupted Ashbringer & the Old Gods
14533,DarkMode (Color Ui & Frames),2024-07-05 01:18:02,Changes the color of the ui and windows
14534,[经典旧世]DarkMode (Color Ui & Frames),2024-07-05 01:18:18,Changes the color of the ui and windows
7905,[经典旧世]DarkNameplates,2022-11-03 11:18:03,Makes nameplates dark
14485,DarkSoulsSCT,2023-01-17 01:13:07,Nameplate Scrolling Combat Text with Dark Souls style
14481,[怀旧服]DarkSoulsSCT,2023-01-16 05:26:48,Nameplate Scrolling Combat Text with Dark Souls style
6767,[怀旧服]DarkUI,2022-11-18 04:25:18,Dark Interface for Wrath of the Lich King Classic
16550,[经典旧世]DarkUI (Classic Era),2024-03-06 00:02:16,DarkUI Texture Pack for Classic Era
17129,[经典旧世]DarkUI Classic,2024-04-03 16:00:13,DarkUI Texture Pack for Classic Era
13953,[怀旧服]DarkUI Wrath,2023-10-13 00:00:34,DarkUI Inspired by LortiUI/SantaUI
10252,Darkbreaker Spell Reflect,2022-11-03 13:43:19,Annourcer for spell reflects.
10253,[经典旧世]Darkbreaker Spell Reflect,2022-11-03 13:43:19,Annourcer for spell reflects.
11484,Darkmoon Cards through TSM,2022-11-03 14:54:21,List inventory numbers and minBuyout for legion darkmoon cards and decks
10864,Darkmoon Cards with TSM,2022-11-03 14:18:35,The best addon for Darkmoon Cards in BFA!
11335,Darkmoon Elixirs,2022-11-03 14:45:47,Facilitates use of Darkmoon Draughts and Tinctures.
8921,Darkmoon Professional,2022-11-03 12:24:23,Broker Addon to check completed Darkmoon Faire profession quests
14970,DarkmoonQuestItems,2023-05-11 10:00:11,DarkmoonQuestItems
10904,DarkmoonTicketTooltip,2022-11-03 14:20:48,"Displays amount of Darkmoon Prize tickets awarded in the tooltip of DMF quest items, along with some other information of interest"
10849,Darkmoon_Tracker,2022-11-03 14:17:41,Helps you keep track of Darkmoon Card prices and calculates approximate cost of deck
5499,DarkruneDKLevelUp,2024-02-03 05:00:27,"Simple leveling/PvP addon to help you, as well as giving you some useful custom commands. More info in the addon description."
6857,[怀旧服]DarkruneDKLevelUp (WotLK),2024-04-13 07:00:06,"Simple leveling addon with a UI, that makes some information more accessible. It also has some helpful commands, which is explained in more details in the description."
12407,DataDump,2022-11-03 15:48:59,DataDump
987,DataStore,2024-06-30 16:02:41,Main DataStore Module
5171,[怀旧服]DataStore,2024-06-30 16:02:44,Main DataStore Module
5619,[经典旧世]DataStore,2024-02-01 04:00:46,Main DataStore Module
993,DataStore_Achievements,2024-06-28 01:12:26,Stores information about character achievements
7218,[怀旧服]DataStore_Achievements,2024-06-28 01:13:11,Stores information about character achievements
1121,DataStore_Agenda,2024-06-24 02:00:54,"Stores information about a character\'s friends, calendar, notes, etc.."
15354,[怀旧服]DataStore_Agenda,2024-06-24 02:00:56,"Stores information about a character's friends, calendar, notes, etc.."
15353,[经典旧世]DataStore_Agenda,2024-02-01 04:01:00,"Stores information about a character's friends, calendar, notes, etc.."
995,DataStore_Auctions,2024-06-24 02:00:58,Stores information about character auctions and bids
16175,[经典旧世]DataStore_Auctions,2024-02-01 04:01:09,Stores information about character auctions and bids
16176,[怀旧服]DataStore_Auctions,2024-02-01 04:01:11,Stores information about character auctions and bids
985,DataStore_Characters,2024-06-28 01:20:09,"Stores information about characters (race, level, etc..)"
4297,[怀旧服]DataStore_Characters,2024-06-28 01:20:12,"Stores information about characters (race, level, etc..)"
5618,[经典旧世]DataStore_Characters,2024-02-01 04:01:26,"Stores information about characters (race, level, etc..)"
982,DataStore_Containers,2024-06-27 04:10:37,"Stores information about character bags, bank, and guild banks"
16229,[怀旧服]DataStore_Containers,2024-06-27 04:10:41,"Stores information about character bags, bank, and guild banks"
16228,[经典旧世]DataStore_Containers,2024-02-01 04:01:36,"Stores information about character bags, bank, and guild banks"
980,DataStore_Crafts,2024-06-28 01:32:11,Stores information about professions & crafts
16308,[怀旧服]DataStore_Crafts,2024-06-28 01:32:14,Stores information about professions & crafts
16307,[经典旧世]DataStore_Crafts,2024-02-01 03:00:14,Stores information about professions & crafts
1062,DataStore_Currencies,2024-06-24 01:10:14,Stores information about character currencies
15352,[怀旧服]DataStore_Currencies,2024-06-24 01:10:16,Stores information about character currencies
15351,[经典旧世]DataStore_Currencies,2023-05-18 17:00:17,Stores information about character currencies
3301,DataStore_Garrisons,2024-05-20 21:00:54,Stores information about garrisons and followers
983,DataStore_Inventory,2024-06-24 01:10:19,Stores information about character inventory
16174,[怀旧服]DataStore_Inventory,2024-06-24 01:10:22,Stores information about character inventory
16173,[经典旧世]DataStore_Inventory,2024-02-01 03:00:41,Stores information about character inventory
997,DataStore_Mails,2024-06-24 01:10:24,Stores information about character mails
5169,[怀旧服]DataStore_Mails,2024-06-24 01:10:26,Stores information about character mails
5617,[经典旧世]DataStore_Mails,2024-02-01 03:00:55,Stores information about character mails
1063,DataStore_Pets,2024-05-20 21:00:39,Stores information about character pets and mounts
998,DataStore_Quests,2024-06-27 01:14:35,Stores information about character quests
16265,[怀旧服]DataStore_Quests,2024-06-27 01:14:41,Stores information about character quests
16264,[经典旧世]DataStore_Quests,2024-02-01 03:01:06,Stores information about character quests
1059,DataStore_Reputations,2024-06-25 04:10:48,Stores information about character reputation levels
16263,[怀旧服]DataStore_Reputations,2024-06-25 04:10:50,Stores information about character reputation levels
16262,[经典旧世]DataStore_Reputations,2024-02-01 03:01:13,Stores information about character reputation levels
5168,[怀旧服]DataStore_Spells,2024-06-24 04:11:05,Stores information about character spells
1065,DataStore_Spells,2024-06-23 18:01:05,Stores information about character spells
5616,[经典旧世]DataStore_Spells,2024-02-01 03:01:24,Stores information about character spells
1071,DataStore_Stats,2024-05-20 21:00:22,Stores information about character statistics
7384,[经典旧世]DataStore_Stats,2022-10-31 00:30:20,Stores information about character statistics
7385,[怀旧服]DataStore_Stats,2022-10-31 00:30:20,Stores information about character statistics
1060,DataStore_Talents,2024-06-28 02:00:52,Stores information about character talents
16261,[怀旧服]DataStore_Talents,2024-06-28 02:00:57,Stores information about character talents
16260,[经典旧世]DataStore_Talents,2024-02-01 03:01:31,Stores information about character talents
15779,Datamine,2024-06-23 01:00:38,An addon for World of Warcraft aimed at increasing in-game data availability.
15068,Dathea Marker (Dragtheron Utils),2023-04-17 01:12:46,Auto-Marker for Adds at Dathea Mythic Fight
9600,[经典旧世]DauntlessBidder,2022-11-03 13:04:37,DKP bidding addon for the guild Dauntless
11959,Dawnsounds,2022-11-03 15:22:39,Age of Empire style taunt pack for guild/whisper/raid chat!
11631,DayNight Old MiniMap indicator (vanilla & BC),2022-11-03 15:02:36,DayNight Old MiniMap indicator (vanilla & BC)
12515,Dazzling Rod Tournament,2022-11-03 15:54:56,Allows Deathmatch and Team-based Dazzling Rod Games
5596,DeModal,2023-12-28 04:40:10,Make most default Blizz UI panels movable
5597,[怀旧服]DeModal,2023-12-28 04:40:16,Make most default Blizz UI panels movable
7280,[经典旧世]DeModal,2023-12-28 04:40:13,Make most default Blizz UI panels movable
13559,DeSpamMaster,2022-11-03 16:57:28,Does basic general / trade chat filtering of gold spam.
5709,DeTrashLoot,2023-12-28 05:39:04,Delete or sell items in bags based on their sell or market value
5710,[经典旧世]DeTrashLoot,2023-12-28 05:39:08,Delete or sell items in bags based on their sell or market value
5711,[怀旧服]DeTrashLoot,2023-12-28 05:39:11,Delete or sell items in bags based on their sell or market value
10241,Dead Lol,2022-11-03 13:42:35,Player Death Notification
10242,[经典旧世]Dead Lol,2022-11-03 13:42:35,Player Death Notification
3692,Dead Pool Gambling,2024-06-07 08:00:48,Bet on the member of your group that you think will die! A dead pool for your party or raid.
3691,[怀旧服]Dead Pool Gambling,2023-04-11 01:18:12,Bet on the member of your group that you think will die! A dead pool for your party or raid.
3690,[经典旧世]Dead Pool Gambling,2022-06-17 15:51:38,Bet on the member of your group that you think will die! A dead pool for your party or raid.
13685,Deadened,2023-12-28 05:38:07,"Provides the ability to suppress specific spellcasts like ""Deaden"" from your casting bars."
2995,Deadly Boss Mods (DBM) - Asmongold Countdown ,2024-05-08 11:00:08,DBM 模块，Asmongold 倒数语音。
4270,[怀旧服]Deadly Boss Mods (DBM) - Asmongold Countdown Pack,2024-05-08 11:00:13,DBM 模块，Asmongold 倒数语音。
5749,[经典旧世]Deadly Boss Mods (DBM) - Asmongold Countdown Pack,2024-05-08 11:00:11,DBM 模块，Asmongold 倒数语音。
7140,Deadly Boss Mods (DBM) - BC & Vanilla mods (Retail),2024-03-19 22:02:29,DBM 模块，香草时代与燃烧的远征团队副本。
15378,[怀旧服]Deadly Boss Mods (DBM) - BC & Vanilla mods (Retail),2024-03-19 22:02:56,DBM 模块，香草时代与燃烧的远征团队副本。
16045,[怀旧服]Deadly Boss Mods (DBM) - Dungeons,2024-07-08 15:03:03,DBM 模块，五人地城副本。
16046,[经典旧世]Deadly Boss Mods (DBM) - Dungeons,2024-07-08 15:01:11,DBM 模块，五人地城副本。
8654,Deadly Boss Mods (DBM) - Korean Gamers Countdown Pack,2024-01-18 17:01:02,DBM 模块，韩语倒数语音。
16739,[经典旧世]Deadly Boss Mods (DBM) - Korean Gamers Countdown Pack,2024-01-18 17:00:58,DBM 模块，韩语倒数语音。
16740,[怀旧服]Deadly Boss Mods (DBM) - Korean Gamers Countdown Pack,2024-01-18 17:00:58,DBM 模块，韩语倒数语音。
14227,Deadly Boss Mods (DBM) - Shadowlands,2024-06-29 17:01:08,DBM 模块，暗影国度团队副本。
15580,Deadly Boss Mods (DBM) - Ukrainian Countdown Pack,2023-09-10 15:00:44,DBM 模块，乌克兰语倒数语音。
15581,[经典旧世]Deadly Boss Mods (DBM) - Ukrainian Countdown Pack,2023-09-10 15:00:46,DBM 模块，乌克兰语倒数语音。
15582,[怀旧服]Deadly Boss Mods (DBM) - Ukrainian Countdown Pack,2023-09-10 15:00:47,DBM 模块，乌克兰语倒数语音。
16632,Deadly Boss Mods (DBM) - Unreal Countdown Pack,2024-01-04 01:11:48,DBM 模块，虚幻竞技场倒数语音。
17073,[怀旧服]Deadly Boss Mods (DBM) - Wrath of the Lich King mods,2024-06-29 17:05:04,DBM 模块，巫妖王之怒团队副本。
5971,Deadly Boss Mods (DBM) Countdown Bread Edition,2024-05-08 15:00:10,My guilds raid leaders voice as a countdown
16428,[经典旧世]Deadly Boss Mods - Flight Timers,2023-12-28 01:30:02,Flight Timers for Deadly Boss Mods (Classic)
16439,[怀旧服]Deadly Boss Mods - Flight Timers,2023-12-11 03:00:23,Flight Timers for Deadly Boss Mods (Classic)
16440,Deadly Boss Mods - Flight Timers,2023-12-11 03:00:23,Flight Timers for Deadly Boss Mods (Classic)
11476,Deadly Boss Mods - LibDataBroker,2022-11-03 14:53:55,Deadly Boss Mods - LibDataBroker
13470,Deadly Boss Mods Profiles,2022-11-03 16:52:00,Ace profiles for Deadly Boss Mods
846,Deadly Boss Mods （DBM）：首领警报核心,2024-06-30 01:12:37,DBM首领警报主模块，包含当前版本的团队副本，不包含老团本和五人副本，需要的可以单独下载其他资料片的模块。
12647,DeadlySlackers,2022-11-03 16:03:00,A lightweight addon that shows which damage dealers in the raid isn't targeting your target.
11117,Death Alerts,2022-11-03 14:33:05,"Receive notifications for party/raid member death, cause of death, and damage taken."
11059,Death Clock,2022-11-03 14:29:44,Death Clock displays an estimated kill time for any of over 50 different unit addresses.
6083,[经典旧世]Death Count Announcer,2022-06-17 16:18:25,It announces your death in chat and guild chat
10261,[经典旧世]Death Counter,2022-11-03 13:43:50,This addon counts all character deaths
6014,Death Grip-s,2022-12-08 01:00:17,Adds custom sound effects to certain abilities
15646,[怀旧服]Death Knight presence on portrait,2023-08-01 01:00:13,Replaces your character portrait for your DK active presence
3317,Death Note,2024-01-14 05:00:15,Death analysis tool
3992,[怀旧服]Death Note,2023-11-11 20:00:19,Death analysis tool
12239,Death Rattle,2022-11-03 15:38:53,Death Rattle
9542,Death Roll,2022-11-03 13:01:29,Death Roll Mini Game
9543,[经典旧世]Death Roll,2022-11-03 13:01:29,Death Roll Mini Game
4818,[燃烧远征]Death Rolling,2022-06-17 16:14:13,A super simple addon to handle death rolling after your raids =)
4819,[经典旧世]Death Rolling,2022-01-16 09:00:07,A super simple addon to handle death rolling after your raids =)
8419,Death Sound,2022-11-03 11:48:54,Make your death be like a meme
16161,Death Sound Alert,2023-11-07 01:11:23,Plays a fart when someone dies in WoW
5556,Death Strike Tracker,2022-11-28 10:00:26,Projects a Widget to predict Death Strike Healing Values as damage is taken
6610,DeathAlert,2023-04-15 18:00:14,"Plays ""Fatality"" when someone in party/raid dies"
12791,DeathBet,2022-11-03 16:11:59,Tracks bets and payouts for first death in encounters
9235,DeathClock,2023-01-29 00:00:28,DeathClock is a small movable frame that analyzes the current damage per second on the target and provides an estimated time til death if the DPS were to continue at that rate.
13180,DeathFxBeGone,2022-11-03 16:35:14,DeathFxBeGone
10162,[经典旧世]DeathNote : Enemy Info Saved,2022-11-03 13:37:55,This Addon Save the Your's Attack and Enemy's Attack Data
7836,[经典旧世]DeathNotifier Master,2022-11-03 11:12:40,Insult players as they die in raids and dungeons while keeping track of their total deaths
16582,DeathRoll Enhancer,2023-12-31 08:00:07,"Transform DeathRolls in WoW with an intuitive UI. Start games effortlessly, track results, and add a touch of fun with emote reactions. Elevate your DeathRolling experience!"
16583,[经典旧世]DeathRoll Enhancer,2023-12-31 08:00:09,"Transform DeathRolls in WoW with an intuitive UI. Start games effortlessly, track results, and add a touch of fun with emote reactions. Elevate your DeathRolling experience!"
16584,[怀旧服]DeathRoll Enhancer,2023-12-31 08:00:12,"Transform DeathRolls in WoW with an intuitive UI. Start games effortlessly, track results, and add a touch of fun with emote reactions. Elevate your DeathRolling experience!"
12075,DeathSounds,2022-11-03 15:29:12,Plays a random sound file when you die.
9716,DeathTimer,2022-11-03 13:11:32,An addon to estiamte target death time.
7361,Deathknell,2022-11-09 14:31:58,Touch of Death health bar and readiness warning.
15524,[经典旧世]Deathlog,2024-04-09 01:04:15,"Logging for hardcore deaths, statistics, and widgets"
2877,[燃烧远征]Deathroll,2021-06-17 16:33:15,
6828,Deathroll of Fortune,2022-09-10 02:31:37,Facilitate the roll step of deathrolls
12452,Debbie's Amazingly Awesome Farewell Sayer,2022-11-03 15:51:17,Debbie's Amazingly Awesome Farewell Sayer
16815,Debounce,2024-04-01 05:53:04,Key Bindings and a Little More
13718,DebuffStackCounter,2022-11-03 17:07:29,Shows debuff stack count on focus and target of target/focus frames.
17249,DebugChatFrame,2024-05-15 11:00:46,"DebugChatFrame is an on-demand library addon designed for WoW addon developers. It provides a dedicated chat frame for sending debug statements, simplifying development and troubleshooting."
17250,[经典旧世]DebugChatFrame,2024-05-15 11:00:51,"DebugChatFrame is an on-demand library addon designed for WoW addon developers. It provides a dedicated chat frame for sending debug statements, simplifying development and troubleshooting."
17251,[怀旧服]DebugChatFrame,2024-05-15 11:00:54,"DebugChatFrame is an on-demand library addon designed for WoW addon developers. It provides a dedicated chat frame for sending debug statements, simplifying development and troubleshooting."
5715,DebugLog,2024-06-06 09:00:33,Collect and View Debug Logs
4418,[怀旧服]DebugLog,2024-05-09 04:04:40,Collect and View Debug Logs
5716,[经典旧世]DebugLog,2024-05-09 04:04:37,Collect and View Debug Logs
16337,Decimal Item Level,2023-12-01 01:14:03,Shows 2 decimals to your item level in the Character Frame
14370,Declined!,2023-01-25 15:01:26,Simply tracks how often you are declined from groups.
16899,DeclinedAgain,2024-02-20 00:00:09,Count number of times accepted/declined/cancelled for custom dungeon group
11051,Decliner,2022-11-03 14:29:19,Automatically declines common player interactions
33,Decursive：快速驱散,2024-05-10 22:00:21,设置命令：/dcrshow - 显示锚点。快速简便的驱散法术助手。
1243,[经典旧世] Decursive：快速驱散,2024-05-10 22:00:28,
2505,[怀旧服] Decursive：快速驱散,2024-05-10 22:00:36,"Afflictions display and cleaning for solo, group and raid with advanced filtering and priority system."
12785,Decyka,2022-11-03 16:11:36,Transliterates Russian names to Latin alphabet
12371,Deep Down Below,2022-11-03 15:46:39,A Roguelike minigame
12712,Deep Throat Shotgun,2022-11-03 16:07:04,"Converts the ""pop-pop"" sound of the guns in WoW to the full-throated roar of my Remington 12-gauge shotgun"
11651,Dees Nuts Killing Blow Announcer (BGs),2022-11-03 15:03:50,lets you know when you get a killing blow in any battleground
6273,[经典旧世]Def's Camera Zoom,2022-06-23 17:00:04,Sets the Camera Zoom maximum limit higher than default.
6274,[燃烧远征]Def's Camera Zoom,2022-06-23 17:00:04,Sets the Camera Zoom maximum limit higher than default.
6169,Def's Camera Zoom,2022-06-17 16:52:51,Sets the Camera Zoom maximum limit higher than default.
6277,[经典旧世]Def's Gryphon Removal Service,2022-06-23 17:00:14,Removes the gryphons from the default action bars.
6278,[燃烧远征]Def's Gryphon Removal Service,2022-06-23 17:00:14,Removes the gryphons from the default action bars.
4076,Def's Gryphon Removal Service,2021-09-27 15:00:02,Removes the gryphons from the default action bars.
14160,Def's Hidden Cast Bar,2022-12-02 01:12:10,Hides the default cast bar.
9869,Def's No Buff Filter On Target,2022-11-03 13:19:43,Turns off the buff and debuff filter applied to the default target frame.
10657,Def's Objectives Combat Toggle,2022-11-03 14:06:31,Toggles the Objectives Tracker during combat.
9277,Def's PlayerHitIndicator Be Gone,2022-11-03 12:46:07,Hides the healing and damage numbers over the player portrait in the default player frame.
10656,Def's Sapped,2022-11-03 14:06:29,"It makes the character say ""Sapped"" with the skulls on each side when a rogue saps him."
15673,Def's Toolbox,2023-08-07 12:00:06,"A collection of miscellaneous, useful utilities"
15674,[经典旧世]Def's Toolbox,2023-08-07 12:00:06,"A collection of miscellaneous, useful utilities"
15675,[怀旧服]Def's Toolbox,2023-08-07 12:00:06,"A collection of miscellaneous, useful utilities"
6275,[经典旧世]Def's Tooltip,2022-06-23 17:00:08,Attaches the tooltip to the cursor or the frame and hides it when mousing over unit frames in combat.
6276,[燃烧远征]Def's Tooltip,2022-06-23 17:00:08,Attaches the tooltip to the cursor or the frame and hides it when mousing over unit frames in combat.
4077,Def's Tooltip,2021-09-27 16:00:10,Attaches the tooltip to the cursor or the frame and hides it when mousing over unit frames in combat.
14049,[经典旧世]Def's Whisper Sound,2022-11-26 17:00:12,Plays a sound when you receive a whisper.
14050,[怀旧服]Def's Whisper Sound,2022-11-26 17:00:12,Plays a sound when you receive a whisper.
10655,Def's Whisper Sound,2022-11-03 14:06:27,Plays a sound when you receive a whisper.
6776,[怀旧服]Default Auction House Fixes (Classic),2022-09-05 21:30:44,"For the classic Auction House, adds default unit price sorting and one-click buyout"
13131,DefaultPetBarHider,2022-11-03 16:32:17,Hide the default pet action bar
14888,DefaultUI_Blood,2024-05-08 06:01:29,Simple minimalist World of Warcraft UI
14889,[怀旧服]DefaultUI_Blood,2024-05-08 06:01:39,Simple minimalist World of Warcraft UI
14890,[经典旧世]DefaultUI_Blood,2024-05-08 06:01:35,Simple minimalist World of Warcraft UI
14961,[怀旧服]DefaultUI_Colours,2024-05-10 07:03:40,Simple minimalist World of Warcraft UI
14962,[经典旧世]DefaultUI_Colours,2024-05-10 07:03:35,Simple minimalist World of Warcraft UI
14963,DefaultUI_Colours,2024-05-10 07:03:26,Simple minimalist World of Warcraft UI
14895,DefaultUI_Dark,2024-05-09 04:03:17,Simple minimalist World of Warcraft UI
14896,[怀旧服]DefaultUI_Dark,2024-05-09 04:03:32,Simple minimalist World of Warcraft UI
14897,[经典旧世]DefaultUI_Dark,2024-05-09 04:03:28,Simple minimalist World of Warcraft UI
14884,DefaultUI_DeathKnight,2024-05-09 05:06:26,Simple minimalist World of Warcraft UI
14885,[怀旧服]DefaultUI_DeathKnight,2024-05-09 05:06:42,Simple minimalist World of Warcraft UI
14886,[经典旧世]DefaultUI_DeathKnight,2024-05-09 05:06:35,Simple minimalist World of Warcraft UI
14881,DefaultUI_DemonHunter,2024-05-09 06:03:38,Simple minimalist World of Warcraft UI
14882,[怀旧服]DefaultUI_DemonHunter,2024-05-09 06:03:48,Simple minimalist World of Warcraft UI
14883,[经典旧世]DefaultUI_DemonHunter,2024-05-09 06:03:43,Simple minimalist World of Warcraft UI
14878,DefaultUI_Druid,2024-05-09 06:03:17,Simple minimalist World of Warcraft UI
14879,[怀旧服]DefaultUI_Druid,2024-05-09 06:03:32,Simple minimalist World of Warcraft UI
14880,[经典旧世]DefaultUI_Druid,2024-05-09 06:03:23,Simple minimalist World of Warcraft UI
14911,DefaultUI_Evoker,2024-05-09 06:02:57,Simple minimalist World of Warcraft UI
14912,[怀旧服]DefaultUI_Evoker,2024-05-09 06:03:11,Simple minimalist World of Warcraft UI
14913,[经典旧世]DefaultUI_Evoker,2024-05-09 06:03:06,Simple minimalist World of Warcraft UI
14891,DefaultUI_Gold,2024-05-09 05:03:22,Simple minimalist World of Warcraft UI
14892,[怀旧服]DefaultUI_Gold,2024-05-09 05:03:33,Simple minimalist World of Warcraft UI
14893,[经典旧世]DefaultUI_Gold,2024-05-09 05:03:28,Simple minimalist World of Warcraft UI
14875,DefaultUI_Hunter,2024-05-09 06:02:39,Simple minimalist World of Warcraft UI
14876,[怀旧服]DefaultUI_Hunter,2024-05-09 06:02:49,Simple minimalist World of Warcraft UI
14877,[经典旧世]DefaultUI_Hunter,2024-05-09 06:02:44,Simple minimalist World of Warcraft UI
